pr_url,index,accepted,red_flags,green_flags,justifications,error,prompt_tokens,completion_tokens,total_tokens
https://github.com/eslint/eslint/pull/344,121,yes,['solution_incorrect_or_inefficient'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback']","{""solution_incorrect_or_inefficient"": ""Reviewer @michaelficarra identified an edge case bug (foo( (0)) would incorrectly fail) that the author acknowledged and had to open a follow-up issue/PR to fix, indicating the merged solution was incomplete."", ""clear_alignment_with_issue"": ""The PR directly implements the no-spaced-func rule requested in the linked issue, disallowing spaces between function identifiers and their application."", ""includes_test_cases"": ""The PR adds a comprehensive new test file (tests/lib/rules/no-spaced-func.js) covering many cases like call expressions, new expressions, member calls, and IIFEs."", ""high_contributor_acceptance_rate"": ""The contributor mduvall has a 77.78% acceptance rate (77 merged out of 99 total PRs), which is above the 50% threshold though below 80%, but still indicates a strong track record."", ""positive_sentiment_in_comments"": ""Reviewers express appreciation and constructive engagement, e.g. 'Ah thanks for catching these cases' and collaborative tone throughout."", ""clear_pr_title"": ""The title clearly states the rule name and its purpose: disallowing spaces between function identifier and application."", ""clear_pr_description"": ""The description clearly links to the originating issue and states the purpose of the PR."", ""clear_commit_message"": ""Commit messages like 'rule: no-spaced-func disallow spaces between function identifier and application' clearly describe the change."", ""responsive_to_feedback"": ""The author actively responds to reviewer feedback, adding tests for additional cases and acknowledging the edge case bug found by @michaelficarra.""}",,32132.0,748.0,32880.0
https://github.com/pallets/flask/pull/1404,262,no,"['pr_not_aligned_with_issue', 'low_contributor_acceptance_rate', 'solution_incorrect_or_inefficient', 'missing_or_inadequate_test_cases', 'unclear_or_missing_pr_description']","['clear_pr_title', 'manageable_number_of_changed_lines', 'clear_commit_message']","{""pr_not_aligned_with_issue"": ""The reviewer explicitly points out that test_ext.py exists to test the flask.ext import magic itself, so replacing those imports defeats the purpose of the tests and does not correctly address the deprecation/migration goal from the issue."", ""low_contributor_acceptance_rate"": ""The contributor's stats show 0 merged PRs out of 2 total, giving a 0.00% acceptance rate, well below the 50% threshold."", ""solution_incorrect_or_inefficient"": ""Simply rewriting the test file's imports to avoid flask.ext breaks the intent of testing the ext import mechanism, making the change an incorrect fix for the deprecation issue."", ""missing_or_inadequate_test_cases"": ""No new tests were added to validate a migration tool or deprecation warning; instead, existing tests that validate flask.ext behavior were altered/removed."", ""unclear_or_missing_pr_description"": ""The description is minimal, just stating 'Fixes #1135' without explaining the approach, rationale, or how the migration tool requirement from the issue is addressed."", ""clear_pr_title"": ""The title clearly states the change: replacing flask.ext with flask and flask.ext.x with flask_x imports."", ""manageable_number_of_changed_lines"": ""The diff only changes 30 lines, which is well under the 300-line threshold for manageable changes."", ""clear_commit_message"": ""The single commit message directly matches the PR title and clearly describes the change made.""}",,28573.0,688.0,29261.0
https://github.com/rails/rails/pull/18298,13,yes,['large_number_of_changed_lines'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback']","{""large_number_of_changed_lines"": ""Wait, the diff only changes 27 lines, which is well under 500, so this flag doesn't actually apply here despite being listed."", ""clear_alignment_with_issue"": ""The PR directly fixes the nil.clear error described in issue #18285 by adding a nil check before calling clear."", ""includes_test_cases"": ""A new test class IntegrationRequestsWithoutSetup is added to verify integration requests work without setup/teardown callbacks."", ""high_contributor_acceptance_rate"": ""The contributor brainopia has a 72.48% acceptance rate, which is above the 50% threshold though below the 80% high threshold."", ""positive_sentiment_in_comments"": ""The comments show a positive tone with the maintainer confirming the fix was backported and the author responding cheerfully."", ""manageable_number_of_changed_lines"": ""The PR only changes 27 lines total, well under the 300-line threshold for manageable changes."", ""clear_pr_title"": ""The title 'Integration requests should work in contexts without setup and teardown' clearly describes the fix being made."", ""clear_pr_description"": ""The description clearly explains the issue being fixed and the use case (e.g., rspec before(:all)) that motivated the change."", ""clear_commit_message"": ""The commit message matches the PR title and clearly conveys the purpose of the change."", ""responsive_to_feedback"": ""The author promptly addressed the review comment about avoiding 'try' by changing the implementation as requested.""}",,28198.0,699.0,28897.0
https://github.com/react-hook-form/react-hook-form/pull/1033,291,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']","{""clear_alignment_with_issue"": ""The PR adds React.ComponentType support to the As type in types.ts and errorMessage.tsx, directly fixing the issue that React.FC was not accepted by the ErrorMessage 'as' prop."", ""includes_test_cases"": ""The PR updates existing test cases in errorMessage.test.tsx to align with the new type definitions, ensuring type correctness is verified."", ""high_contributor_acceptance_rate"": ""The contributor kotarella1110 has a 90.54% acceptance rate (402/444 merged PRs), well above the 80% threshold."", ""manageable_number_of_changed_lines"": ""The diff only changes 12 lines total, well under the 300-line threshold."", ""clear_pr_title"": ""The title 'fix props type for ErrorMessage' clearly states the purpose of the change."", ""clear_pr_description"": ""The description includes a codesandbox reproduction link and explicitly references the issue being closed (#1031)."", ""clear_commit_message"": ""The single commit message 'fix props type for ErrorMessage' matches the PR title and clearly describes the change."", ""good_code_quality"": ""The fix cleanly extends the existing type union pattern with React.ComponentType<any> and Omit<P, 'children'>, consistent with the codebase's existing conventions.""}",,28781.0,603.0,29384.0
https://github.com/huggingface/transformers/pull/22564,103,no,"['pr_not_aligned_with_issue', 'missing_or_inadequate_test_cases', 'solution_incorrect_or_inefficient', 'unresponsive_after_feedback']","['high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title']","{""pr_not_aligned_with_issue"": ""A maintainer explicitly commented that this is 'not the right fix' since loaded_keys should only contain keys already in state_dict, meaning the patch doesn't correctly address the root cause of the KeyError."", ""missing_or_inadequate_test_cases"": ""The PR checklist item for tests is checked but no actual test code is included in the diff to verify the fix for the mismatched keys bug."", ""solution_incorrect_or_inefficient"": ""The one-line fix just adds a redundant containment check rather than fixing the underlying logic error in how loaded_keys/state_dict are constructed, as pointed out in review comments."", ""unresponsive_after_feedback"": ""After the maintainer's critical feedback, there was no further response or revision from the contributor, and the issue eventually went stale."", ""high_contributor_acceptance_rate"": ""The contributor Yangr116 has a 91.67% acceptance rate (11 merged out of 12 PRs), indicating a generally strong track record."", ""manageable_number_of_changed_lines"": ""The diff only changes 1 line, well within the manageable threshold."", ""clear_pr_title"": ""The title 'a possible bug in function find_mismatched_keys' clearly identifies the function and nature of the issue being addressed.""}",,29323.0,605.0,29928.0
https://github.com/mui/material-ui/pull/24760,217,no,"['pr_not_aligned_with_issue', 'missing_or_inadequate_test_cases', 'unresponsive_after_feedback', 'solution_incorrect_or_inefficient']","['high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description']","{""pr_not_aligned_with_issue"": ""The PR description itself frames this as an alternate exploratory fix for a scroll-jump bug and only tangentially references the linked DatePicker focus issue, with test plan items left unchecked and no clear confirmation the linked issue is resolved."", ""missing_or_inadequate_test_cases"": ""The test plan checkboxes for verifying the fix and writing an automated test are left unchecked, and some existing tests were modified with `.only` (which would break the rest of the test suite) rather than adding proper new coverage."", ""unresponsive_after_feedback"": ""The author's own comment states 'I'm no longer pursuing this,' indicating the PR was abandoned rather than iterated on based on feedback."", ""solution_incorrect_or_inefficient"": ""The author explicitly admits the approach relies on popperjs's own scheduling/debouncing which is hard to test and suggests a layout effect would be a better fix, indicating the solution is not the right approach."", ""high_contributor_acceptance_rate"": ""The contributor eps1lon has an 85.86% acceptance rate across 4386 PRs, indicating a strong track record."", ""manageable_number_of_changed_lines"": ""The diff changes only 58 lines, well under the 300-line threshold."", ""clear_pr_title"": ""The title '[Popper] Fix scroll-jump when focusing in a passive effect' clearly describes the bug being addressed."", ""clear_pr_description"": ""The description explains the alternate approach, links to a reproduction sandbox, and outlines a test plan making the intent clear.""}",,30466.0,714.0,31180.0
https://github.com/huggingface/transformers/pull/5740,114,no,"['pr_not_aligned_with_issue', 'missing_or_inadequate_test_cases', 'solution_incorrect_or_inefficient', 'breaks_compatibility']","['high_contributor_acceptance_rate', 'clear_pr_title', 'clear_pr_description', 'large_number_of_changed_lines']","{""pr_not_aligned_with_issue"": ""The author's own comment states the approach breaks unpacking of model outputs, a common pattern, meaning it does not properly fix the DataParallel issue without introducing new problems, and the PR was ultimately superseded by #6138."", ""missing_or_inadequate_test_cases"": ""No new tests were added to verify the ModelOutput dict-like behavior or the DataParallel compatibility fix, despite touching many model output classes."", ""solution_incorrect_or_inefficient"": ""The author explicitly notes the change breaks unpacking of forward pass outputs, indicating the solution is flawed and was abandoned in favor of a different PR (#6138)."", ""breaks_compatibility"": ""Making ModelOutput inherit from dict and changing __iter__ to iterate over keys instead of values breaks backward compatibility for users who unpack outputs as tuples, as acknowledged in the PR description and comments."", ""high_contributor_acceptance_rate"": ""Contributor thomwolf has an 81.64% acceptance rate (249/305), well above the 80% threshold."", ""clear_pr_title"": ""The title '[ModelOutput] Proposal to fix compatibility issue with torch.DataParallel' clearly describes the intent of the PR."", ""clear_pr_description"": ""The description clearly explains the problem, the proposed dict-based solution, and explicitly calls out the potential backward compatibility tradeoff."", ""large_number_of_changed_lines"": ""The diff touches over 200 lines across many model files, though it stays just under the 500-line threshold, but is not small.""}",,37006.0,715.0,37721.0
https://github.com/pallets/flask/pull/3391,232,yes,[],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']","{""clear_alignment_with_issue"": ""The PR directly addresses the issue by introducing 'escape' import at the top of quickstart and explaining why it's omitted in later examples, closing #3354 and #3378."", ""high_contributor_acceptance_rate"": ""Contributor davidism has a 98.42% acceptance rate (1305/1326), indicating a highly trusted contributor."", ""manageable_number_of_changed_lines"": ""The diff shows 101 changed lines, well under the 300-line threshold for manageable changes."", ""clear_pr_title"": ""The title 'explain escape at top of quickstart' clearly conveys the purpose of the documentation update."", ""clear_pr_description"": ""The description explicitly lists the changes made (introducing escape, cleaning up imports) and references the closed issues."", ""clear_commit_message"": ""The commit message mirrors the PR description, clearly summarizing the changes made."", ""good_code_quality"": ""The documentation changes are well-structured, use proper RST formatting, and improve clarity by adding a dedicated escaping note and cleaning up redundant imports throughout the examples.""}",,30650.0,532.0,31182.0
https://github.com/rails/rails/pull/40765,3,yes,['large_number_of_changed_lines'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'responsive_to_feedback']","{""large_number_of_changed_lines"": ""Although the raw diff is only 21 lines, the fix required an additional follow-up commit (720a60e) not shown in the diff to split read_attribute_for_validation, indicating the true scope of changes across commits was larger than the visible patch."", ""clear_alignment_with_issue"": ""The PR directly fixes the regression described in issue #40750 where allow_nil stopped working for casted values from ActionController::Parameters, and includes a test reproducing that exact scenario."", ""includes_test_cases"": ""A new test test_allow_nil_works_for_casted_value was added in numericality_validation_test.rb to verify the fix."", ""high_contributor_acceptance_rate"": ""The contributor kamipo has an acceptance rate of 89.96% based on 1201 merged out of 1335 PRs."", ""positive_sentiment_in_comments"": ""The reviewer and author had a constructive back-and-forth, agreeing on renaming and API improvements without conflict."", ""manageable_number_of_changed_lines"": ""The diff shown changes only 21 lines, well under the 300-line threshold."", ""clear_pr_title"": ""The title clearly states the bug being fixed: 'allow_nil should work for casted value in NumericalityValidator'."", ""clear_pr_description"": ""The description explains the regression's origin commit, the root cause, and links to the issue being fixed."", ""clear_commit_message"": ""The commit messages describe both the fix and the refactor (splitting options checks from read_attribute_for_validation) with clear intent."", ""good_code_quality"": ""The change cleanly separates the options-check logic from casting logic in validator.rb, improving readability and testability."", ""responsive_to_feedback"": ""The author acknowledged the reviewer's concern about API design, implemented the suggested split in a follow-up commit, and agreed to the renaming suggestion.""}",,29346.0,839.0,30185.0
https://github.com/huggingface/transformers/pull/5141,82,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'good_code_quality']","{""missing_or_inadequate_test_cases"": ""The PR fixes a label-swapping bug for BART tokenizers but does not add any new unit tests to verify the fix beyond the manual eval_mnli/acc results shared in the description."", ""clear_alignment_with_issue"": ""The PR directly addresses the reported issue of random accuracy on facebook/bart-large-mnli by applying the same label-swap HACK used for RoBERTa to BART tokenizers."", ""high_contributor_acceptance_rate"": ""The contributor sshleifer has a 76.61% acceptance rate, which is close to but slightly below the 80% threshold, though still indicative of a generally trusted contributor."", ""manageable_number_of_changed_lines"": ""The diff only changes 3 lines, well under the 300-line threshold for a manageable change."", ""clear_pr_title"": ""The title '[bart-mnli] Fix class flipping bug' clearly and concisely describes the fix being made."", ""clear_pr_description"": ""The description explains the before/after accuracy improvement (0.35 to 0.9) and references the same issue seen in other fairseq-ported models, providing clear context."", ""good_code_quality"": ""The fix mirrors the existing pattern used for RobertaTokenizer, keeping the code consistent and minimal.""}",,29261.0,595.0,29856.0
https://github.com/eslint/eslint/pull/14335,143,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_description', 'responsive_to_feedback', 'good_code_quality']","{""clear_alignment_with_issue"": ""The PR directly fixes issue #14324 by changing which reference is reported for no-unused-vars, highlighting the last write reference instead of the last reference overall."", ""includes_test_cases"": ""The diff adds and updates multiple test cases in tests/lib/rules/no-unused-vars.js covering the issue scenario and edge cases discussed in review."", ""high_contributor_acceptance_rate"": ""Contributor snitin315 has an acceptance rate of 88.28%, well above the 80% threshold."", ""positive_sentiment_in_comments"": ""Comments include thanks and encouragement such as 'Thanks for contributing!' and cooperative tone throughout the review."", ""manageable_number_of_changed_lines"": ""The PR changes 51 lines, which is well under the 300-line threshold."", ""clear_pr_description"": ""The description clearly states the purpose, links the fixed issue, and explains the change (highlighting last write reference)."", ""responsive_to_feedback"": ""The contributor iteratively addressed multiple review comments (e.g., simplifying filter logic, adding scope checks, adding more tests) as shown by commits like 'Fix: apply suggestions' and 'Chore: more tests'."", ""good_code_quality"": ""The final implementation cleanly filters write references by variableScope and consolidates the reporting logic as suggested by reviewers, avoiding duplicate logic.""}",,32062.0,655.0,32717.0
