pr_url,index,accepted,red_flags,green_flags,error,prompt_tokens,completion_tokens,total_tokens
https://github.com/huggingface/transformers/pull/2192,51,yes,"['unclear_or_missing_pr_description', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'good_code_quality']",,16572,141,16713
https://github.com/huggingface/transformers/pull/11524,52,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines']",,14093,108,14201
https://github.com/huggingface/transformers/pull/11994,53,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'includes_test_cases', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'responsive_to_feedback', 'good_code_quality']",,18999,124,19123
https://github.com/huggingface/transformers/pull/17324,54,yes,['unclear_or_missing_pr_description'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_commit_message', 'responsive_to_feedback']",,17673,126,17799
https://github.com/huggingface/transformers/pull/3100,55,yes,"['unclear_or_missing_pr_description', 'missing_or_inadequate_test_cases']","['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_commit_message']",,15287,111,15398
https://github.com/huggingface/transformers/pull/5558,56,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback']",,17638,119,17757
https://github.com/huggingface/transformers/pull/12514,57,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'good_code_quality']",,26843,117,26960
https://github.com/huggingface/transformers/pull/24785,58,yes,"['unclear_or_missing_pr_description', 'missing_or_inadequate_test_cases']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_commit_message']",,16641,122,16763
https://github.com/huggingface/transformers/pull/19464,59,yes,[],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'manageable_number_of_changed_lines', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments']",,14379,112,14491
https://github.com/huggingface/transformers/pull/6098,60,yes,['unclear_or_missing_pr_description'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_commit_message', 'good_code_quality']",,16678,126,16804
https://github.com/huggingface/transformers/pull/26771,61,yes,[],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'manageable_number_of_changed_lines', 'responsive_to_feedback', 'positive_sentiment_in_comments']",,15540,110,15650
https://github.com/huggingface/transformers/pull/9978,62,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description']",,14396,117,14513
https://github.com/huggingface/transformers/pull/23999,63,yes,[],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'manageable_number_of_changed_lines', 'high_contributor_acceptance_rate', 'good_code_quality']",,15024,110,15134
https://github.com/huggingface/transformers/pull/23156,64,yes,[],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'responsive_to_feedback']",,23197,119,23316
https://github.com/huggingface/transformers/pull/24324,65,yes,['missing_or_inadequate_test_cases'],"['clear_pr_title', 'clear_pr_description', 'clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_commit_message', 'positive_sentiment_in_comments', 'responsive_to_feedback']",,14908,138,15046
https://github.com/huggingface/transformers/pull/6847,66,yes,[],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'good_code_quality']",,13802,92,13894
https://github.com/huggingface/transformers/pull/9673,67,yes,[],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",,15225,110,15335
https://github.com/huggingface/transformers/pull/17614,68,yes,['unclear_or_missing_pr_description'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'responsive_to_feedback', 'good_code_quality']",,16896,137,17033
https://github.com/huggingface/transformers/pull/29446,69,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'responsive_to_feedback', 'good_code_quality']",,16351,127,16478
https://github.com/huggingface/transformers/pull/7872,70,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'good_code_quality']",,17322,117,17439
https://github.com/huggingface/transformers/pull/21772,71,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'positive_sentiment_in_comments', 'responsive_to_feedback']",,17352,128,17480
https://github.com/huggingface/transformers/pull/9988,72,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'good_code_quality']",,25426,126,25552
https://github.com/huggingface/transformers/pull/13824,73,yes,[],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback']",,17202,110,17312
https://github.com/huggingface/transformers/pull/20282,74,yes,['unclear_or_missing_pr_description'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_commit_message', 'responsive_to_feedback', 'positive_sentiment_in_comments']",,14884,137,15021
https://github.com/huggingface/transformers/pull/7947,75,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines']",,15400,108,15508
https://github.com/huggingface/transformers/pull/598,76,yes,"['low_contributor_acceptance_rate', 'missing_or_inadequate_test_cases']","['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'clear_pr_title', 'positive_sentiment_in_comments', 'clear_commit_message']",,15164,120,15284
https://github.com/huggingface/transformers/pull/8016,77,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines']",,16232,127,16359
https://github.com/huggingface/transformers/pull/2955,78,yes,['unclear_or_missing_pr_description'],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_commit_message', 'manageable_number_of_changed_lines', 'good_code_quality']",,15193,106,15299
https://github.com/huggingface/transformers/pull/26789,79,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'responsive_to_feedback', 'positive_sentiment_in_comments']",,14554,138,14692
https://github.com/huggingface/transformers/pull/4773,80,yes,[],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'positive_sentiment_in_comments']",,15258,121,15379
https://github.com/huggingface/transformers/pull/18419,81,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'responsive_to_feedback']",,17619,126,17745
https://github.com/huggingface/transformers/pull/5141,82,yes,"['unclear_or_missing_pr_title', 'unclear_or_missing_pr_description', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'high_contributor_acceptance_rate']",,15218,116,15334
https://github.com/huggingface/transformers/pull/21965,83,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'clear_pr_description', 'responsive_to_feedback', 'manageable_number_of_changed_lines', 'high_contributor_acceptance_rate']",,17676,108,17784
https://github.com/huggingface/transformers/pull/17656,84,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback']",,16513,127,16640
https://github.com/huggingface/transformers/pull/11596,85,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'manageable_number_of_changed_lines', 'high_contributor_acceptance_rate', 'responsive_to_feedback']",,14940,127,15067
https://github.com/huggingface/transformers/pull/18585,86,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description']",,18083,108,18191
https://github.com/huggingface/transformers/pull/26091,87,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback', 'good_code_quality']",,15180,139,15319
https://github.com/huggingface/transformers/pull/18051,89,yes,[],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'good_code_quality', 'responsive_to_feedback']",,15877,119,15996
https://github.com/huggingface/transformers/pull/26685,90,yes,['unclear_or_missing_commit_messages'],"['clear_pr_title', 'clear_pr_description', 'clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'responsive_to_feedback', 'positive_sentiment_in_comments']",,16662,128,16790
https://github.com/huggingface/transformers/pull/18851,91,yes,[],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'responsive_to_feedback']",,16091,119,16210
https://github.com/huggingface/transformers/pull/27141,92,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback']",,18008,130,18138
https://github.com/huggingface/transformers/pull/10920,93,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'good_code_quality']",,15425,127,15552
https://github.com/huggingface/transformers/pull/12449,94,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback']",,15573,130,15703
https://github.com/huggingface/transformers/pull/28149,95,yes,['missing_or_inadequate_test_cases'],"['clear_pr_title', 'clear_pr_description', 'clear_alignment_with_issue', 'clear_commit_message', 'manageable_number_of_changed_lines']",,14453,107,14560
https://github.com/huggingface/transformers/pull/9584,96,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",,15028,119,15147
https://github.com/huggingface/transformers/pull/9299,97,yes,[],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",,15142,110,15252
https://github.com/huggingface/transformers/pull/31082,98,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",,16013,119,16132
https://github.com/huggingface/transformers/pull/6929,99,yes,[],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'positive_sentiment_in_comments']",,17845,121,17966
https://github.com/huggingface/transformers/pull/13617,100,no,"['unclear_or_missing_pr_description', 'unclear_or_missing_commit_messages', 'missing_or_inadequate_test_cases']","['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments']",,15074,128,15202
https://github.com/huggingface/transformers/pull/28984,101,no,"['unclear_or_missing_pr_description', 'unclear_or_missing_commit_messages', 'missing_or_inadequate_test_cases', 'solution_incorrect_or_inefficient', 'unresponsive_after_feedback']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines']",,17890,141,18031
https://github.com/huggingface/transformers/pull/7356,102,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'responsive_to_feedback', 'positive_sentiment_in_comments']",,16460,138,16598
https://github.com/huggingface/transformers/pull/22564,103,yes,"['unclear_or_missing_pr_description', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'good_code_quality']",,15151,121,15272
