index,accepted,red_flags,green_flags,error
29,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
30,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_messages', 'good_code_quality']",
31,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'responsive_to_feedback']",
32,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message']",
33,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'responsive_to_feedback', 'good_code_quality']",
34,no,"['solution_incorrect_or_inefficient', 'unclear_or_missing_pr_description']","['clear_pr_title', 'manageable_number_of_changed_lines', 'clear_commit_message', 'responsive_to_feedback']",
35,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'good_code_quality', 'positive_sentiment_in_comments']",
36,yes,['unclear_or_missing_pr_description'],"['clear_alignment_with_issue', 'includes_test_cases', 'manageable_number_of_changed_lines', 'responsive_to_feedback', 'clear_pr_title', 'clear_commit_message', 'good_code_quality']",
37,yes,['breaks_compatibility'],"['clear_alignment_with_issue', 'includes_test_cases', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
38,no,"['solution_incorrect_or_inefficient', 'missing_or_inadequate_test_cases', 'negative_sentiment_in_comments']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'responsive_to_feedback']",
39,no,"['missing_or_inadequate_test_cases', 'negative_sentiment_in_comments', 'poor_code_quality', 'solution_incorrect_or_inefficient']","['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message']",
40,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'positive_sentiment_in_comments']",
41,yes,['unclear_or_missing_pr_description'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_commit_message', 'good_code_quality']",
42,yes,"['unclear_or_missing_pr_description', 'missing_or_inadequate_test_cases', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines']",
43,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description']",
44,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'good_code_quality']",
45,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message']",
46,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
47,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description']",
48,yes,['missing_or_inadequate_test_cases'],"['high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_alignment_with_issue', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'positive_sentiment_in_comments', 'responsive_to_feedback']",
49,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'high_contributor_acceptance_rate', 'clear_pr_title', 'clear_pr_description', 'good_code_quality']",
50,yes,"['unclear_or_missing_pr_description', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'good_code_quality', 'responsive_to_feedback']",
51,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description']",
52,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'good_code_quality']",
53,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'includes_test_cases', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'responsive_to_feedback', 'good_code_quality']",
54,yes,"['breaks_compatibility', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'good_code_quality', 'responsive_to_feedback']",
55,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'good_code_quality', 'high_contributor_acceptance_rate']",
56,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_commit_message', 'good_code_quality']",
57,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description']",
58,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
59,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'positive_sentiment_in_comments', 'good_code_quality']",
60,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
61,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'responsive_to_feedback']",
62,yes,['unclear_or_missing_pr_description'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'good_code_quality']",
63,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'high_contributor_acceptance_rate', 'clear_pr_title', 'clear_pr_description', 'good_code_quality']",
64,yes,['large_number_of_changed_lines'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'includes_test_cases', 'positive_sentiment_in_comments', 'clear_pr_title', 'clear_pr_description']",
65,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback', 'good_code_quality']",
66,yes,['missing_or_inadequate_test_cases'],"['high_contributor_acceptance_rate', 'clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
67,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'good_code_quality']",
68,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'includes_test_cases', 'manageable_number_of_changed_lines', 'high_contributor_acceptance_rate', 'good_code_quality', 'responsive_to_feedback', 'positive_sentiment_in_comments']",
69,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'responsive_to_feedback']",
70,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_pr_description', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'good_code_quality']",
71,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'responsive_to_feedback', 'positive_sentiment_in_comments', 'good_code_quality']",
72,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
73,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'clear_pr_description']",
74,yes,['poor_code_quality'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback']",
75,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines']",
76,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'good_code_quality']",
77,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
78,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_pr_description']","['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_commit_message']",
79,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'responsive_to_feedback']",
80,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'positive_sentiment_in_comments']",
81,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'includes_test_cases', 'manageable_number_of_changed_lines', 'responsive_to_feedback', 'clear_pr_title', 'positive_sentiment_in_comments', 'good_code_quality']",
82,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'manageable_number_of_changed_lines']",
83,yes,"['unclear_or_missing_pr_title', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'responsive_to_feedback']",
84,yes,['missing_or_inadequate_test_cases'],"['high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_alignment_with_issue']",
85,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'positive_sentiment_in_comments']",
86,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'good_code_quality']",
87,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback', 'good_code_quality']",
88,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'good_code_quality', 'responsive_to_feedback']",
89,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'responsive_to_feedback']",
90,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback']",
91,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'responsive_to_feedback']",
92,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'responsive_to_feedback']",
93,yes,[],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_messages', 'good_code_quality']",
94,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback']",
95,yes,[],"['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message']",
96,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message']",
97,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'good_code_quality']",
98,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
99,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'positive_sentiment_in_comments']",
100,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_pr_title', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'high_contributor_acceptance_rate']",
101,no,"['missing_or_inadequate_test_cases', 'unclear_or_missing_pr_title', 'unclear_or_missing_commit_messages', 'solution_incorrect_or_inefficient']","['high_contributor_acceptance_rate', 'clear_alignment_with_issue', 'manageable_number_of_changed_lines']",
102,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback']",
103,no,"['solution_incorrect_or_inefficient', 'missing_or_inadequate_test_cases', 'unclear_or_missing_pr_description', 'negative_sentiment_in_comments']","['high_contributor_acceptance_rate', 'manageable_number_of_changed_lines']",
104,yes,"['missing_or_inadequate_test_cases', 'unclear_or_missing_pr_title', 'unclear_or_missing_pr_description']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'positive_sentiment_in_comments']",
105,no,"['missing_or_inadequate_test_cases', 'unclear_or_missing_pr_title', 'solution_incorrect_or_inefficient', 'fails_tests', 'poor_code_quality']","['clear_alignment_with_issue', 'manageable_number_of_changed_lines']",
106,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
107,yes,"['missing_or_inadequate_test_cases', 'poor_code_quality']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'responsive_to_feedback', 'clear_commit_message']",
108,no,['breaks_compatibility'],"['clear_alignment_with_issue', 'includes_test_cases', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
109,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
110,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback', 'good_code_quality']",
111,yes,['unclear_or_missing_commit_messages'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'good_code_quality']",
112,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'high_contributor_acceptance_rate']",
113,yes,"['missing_or_inadequate_test_cases', 'poor_code_quality', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'positive_sentiment_in_comments', 'responsive_to_feedback', 'clear_pr_title', 'clear_pr_description']",
114,no,"['solution_incorrect_or_inefficient', 'breaks_compatibility', 'fails_tests']","['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description']",
115,yes,['large_number_of_changed_lines'],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
116,yes,"['unclear_or_missing_pr_title', 'unclear_or_missing_commit_messages']","['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_description', 'good_code_quality']",
117,,[],[],Expecting value: line 873 column 1 (char 4796)
118,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
119,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'positive_sentiment_in_comments']",
120,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'responsive_to_feedback']",
121,yes,['unclear_or_missing_pr_description'],"['clear_alignment_with_issue', 'includes_test_cases', 'positive_sentiment_in_comments', 'responsive_to_feedback', 'clear_pr_title', 'clear_commit_message', 'good_code_quality']",
122,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
123,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
124,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality']",
125,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message']",
126,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'responsive_to_feedback']",
127,yes,[],"['clear_alignment_with_issue', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'high_contributor_acceptance_rate']",
128,yes,['missing_or_inadequate_test_cases'],"['clear_alignment_with_issue', 'high_contributor_acceptance_rate', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'positive_sentiment_in_comments']",
129,yes,[],"['clear_alignment_with_issue', 'includes_test_cases', 'high_contributor_acceptance_rate', 'positive_sentiment_in_comments', 'manageable_number_of_changed_lines', 'clear_pr_title', 'clear_pr_description', 'clear_commit_message', 'good_code_quality', 'responsive_to_feedback']",
